proj_id,fund_code,management,retail_type,term_flag
M0325_2562,SCBCLASSIC,AM,R,N
M0327_2562,SCBSPICY,AM,R,N
M0341_2558,SCBTG3P3G,-,R,N
M0341_2562,SCBRAA,OT,R,N
M0342_2558,SCBTG3P3H,-,R,N
M0360_2559,SCBATGA,OT,R,N
M0365_2558,SCBCATG,-,R,N
M0366_2558,SCBGIFUND,OT,R,N
M0380_2561,SCBGML,AM,R,N
M0382_2561,SCBTG,AM,R,N
M0384_2558,SCBCHTG,-,R,N
M0386_2558,SCBBLNFUND,AM,R,N
M0387_2558,SCBJPTG,-,R,N
M0400_2555,SCBTMFPLUS,AM,R,N
M0406_2559,SCBGPROPFUND,OT,R,N
M0408_2560,SCBROBO,AM,R,N
M0410_2559,SCBTEQFUND,AM,R,N
M0416_2560,SCBAEMH,OT,R,N
M0417_2553,SCBOIL,-,R,N
M0422_2558,SCBEUEQTG,-,R,N
M0424_2562,SCBRMPIN,AM,R,N
M0425_2562,SCBRMLEQ,OT,R,N
M0426_2562,SCBRMS&P500,OT,R,N
M0429_2556,SCBNKY225,OT,R,N
M0429_2559,SCBFLX,AM,R,N
M0433_2556,SCBSFPLUS,-,R,N
M0438_2556,CRYSTAL,-,R,N
M0449_2558,SCBGHCFUND,OT,R,N
M0452_2546,SCBDVFUND,AM,R,N
M0460_2548,SCBGB9/12,BH,R,N
M0462_2560,SCBTHAICG,AM,R,N
M0464_2548,SCBLT3FUND,AM,R,N
M0489_2553,SCBFPFUND,AM,R,N
M0492_2558,SCBASEAN,AM,R,N
M0494_2561,SCBTG-2,AM,R,N
M0511_2558,SCBRMJP,OT,R,N
M0513_2558,SCBTGI,AM,R,N
M0514_2558,SCBTGJ,AM,R,N
M0518_2558,SCBRMGIF,OT,R,N
M0522_2555,SCBOILFUND,OT,R,N
M0522_2558,SCBRMEU,OT,R,N
M0526_2560,SCBPOP,AM,R,N
M0529_2562,SCBLARGE,AM,R,N
M0536_2562,SCBMOMENT,AM,R,N
M0537_2556,SPWPF,-,R,N
M0537_2562,SCBQUALITY,AM,R,N
M0538_2562,SCBVALUE,AM,R,N
M0543_2562,SCBEQUAL,SM,R,N
M0550_2560,SCBMLT,OT,R,N
M0559_2557,SCBKEQTGFUND,OT,R,N
M0565_2558,SCBGRTG,-,R,N
M0570_2560,SCBRMPOP,AM,R,N
M0579_2557,SCBUSSMTG,-,R,N
M0593_2558,SCBRMGHC,OT,R,N
M0604_2557,SCBTRTG,-,R,N
M0612_2558,SCBRMUS,-,R,N
M0616_2557,SCBTRTG2,-,R,N
M0618_2557,SCBTRTG3,-,R,N
M0619_2557,SCBTRTG4,-,R,N
M0620_2552,SCBCEFUND,OT,R,N
M0620_2557,SCBTRTG5,-,R,N
M0623_2547,SCBLT1FUND,AM,R,N
M0624_2548,SCBGB8/12,BH,R,N
M0626_2547,SCBLT2FUND,AM,R,N
M0641_2558,SCBUSSMFUND,OT,R,N
M0643_2555,SCBS&P500FUND,OT,R,N
M0662_2560,SCBINC,AM,R,N
M0665_2562,SCBLARGO,OT,R,N
M0674_2557,SCBTRTG2,-,R,N
M0676_2558,SCBFSTFUND,AM,R,N
M0677_2557,SCBTRTG3,-,R,N
M0684_2559,SCBGIN,AM,R,N
M0696_2557,SCBTWEQTG,-,R,N
M0705_2555,CPNCG,-,R,N
M0713_2562,SCBMBOND,OT,R,N
M0715_2562,SCBADAGIO,OT,R,N
M0728_2551,SCBIL,-,R,N
M0732_2556,SCBSFFPLUS,AM,R,N
M0749_2558,SCBLEQFUND,OT,R,N
M0754_2548,CPNRF,-,R,N
M0763_2558,SCBST555A,AM,R,N
M0772_2558,SCBPLUSFUND,OT,R,N
M0778_2554,SCBGOLDHRMF,OT,R,N
M0792_2555,SCBEMEQFUND,OT,R,N
M0824_2548,SCBGB10/12,BH,R,N
M0828_2554,SCBGLOW,AM,R,N
M0856_2553,SCBGOLDHFUND,OT,R,N
M0861_2548,SCBGB11/12,BH,R,N
M0866_2554,SCBGLOB,OT,R,N
M0866_2556,DIF,-,R,N
M0874_2554,SCBGSIFUND,OT,R,N
M0875_2556,TGROWTH,-,R,N
M0882_2554,SCBCOMP,OT,R,N
M0883_2548,SCBGB12/12,BH,R,N
M0909_2555,SCBGEQFUND,OT,R,N
M0932_2554,SCBGLOWP,AM,R,N
M0933_2554,SCBRMGW,AM,R,N
M0935_2554,SCBRMGWP,AM,R,N
M0977_2556,PPF,-,R,N
M1080_2557,SCBMSEFUND,AM,R,N
M1233_2557,SCBTG3P3A,-,R,N
M0020_2539,ABG,AM,R,N
M0027_2541,ABCC,AM,R,N
M0035_2547,ABSL,AM,R,N
M0041_2554,ABIG,AM,R,N
M0065_2549,ABWOOF,AM,R,N
M0066_2546,ABFC,AM,R,N
M0071_2546,ABTED,AM,R,N
M0140_2545,ABSC-RMF,AM,R,N
M0141_2545,ABSI-RMF,AM,R,N
M0157_2550,ABGEM,AM,R,N
M0187_2563,ABTEMSSF,AM,R,N
M0256_2550,AEOB,AM,R,N
M0285_2546,ABV,AM,R,N
M0348_2555,ABINC,AM,R,N
M0363_2549,ABEG,AM,R,N
M0401_2552,ABCG,AM,R,N
M0413_2548,ABSM,AM,R,N
M0458_2557,ABEHB,AM,R,N
M0529_2559,ABLTF 70/30,AM,R,N
M0532_2556,ABJO,AM,R,N
M0562_2558,ABAGS,AM,R,N
M0582_2548,ABAPAC,AM,R,N
M0584_2553,ABAG,AM,R,N
M0698_2547,ABLTF,AM,R,N
M0774_2554,ABAPAC-RMF,AM,R,N
M0004_2535,TCMEQF,AM,R,N
M0004_2557,TISCOJP3,-,R,N
M0005_2535,TISCOEGF,AM,R,N
M0005_2539,TCMCSF,AM,R,N
M0006_2543,TISCOAGF,AM,R,N
M0010_2561,TISCOINA,AM,R,N
M0010_2562,TGHDIGI,OT,R,N
M0011_2547,TSF,AM,R,N
M0012_2563,TTHREIT,AM,R,N
M0015_2558,TISCOC17,-,R,N
M0016_2558,TISEQT19,AM,R,N
M0016_2559,TISCOJP9,-,R,N
M0018_2551,TISCONZ3,-,R,N
M0021_2562,TEQT5M5,OT,R,N
M0025_2560,THCT5M2,OT,R,N
M0025_2561,TGINC,AM,R,N
M0026_2552,TISCOSSF,-,R,N
M0029_2554,TISCOUP4,-,R,N
M0030_2563,TBIOTECH,OT,R,N
M0033_2557,TISEQT17,AM,R,N
M0033_2563,TCHTECH,OT,R,N
M0034_2557,TISCOC14,-,R,N
M0035_2537,TISCOEDF,AM,R,N
M0035_2558,TISCOJP7,-,R,N
M0036_2552,TISCOAP4,-,R,N
M0036_2557,TISCONA2,-,R,N
M0038_2556,TISCOCT8,-,R,N
M0039_2553,TW-E20,AM,R,N
M0045_2554,TISCOUP5,-,R,N
M0046_2560,TINT5M3,OT,R,N
M0049_2558,TOIL2,-,R,N
M0056_2559,TISEQT24,AM,R,N
M0059_2544,TSFIRMF,SM,R,N
M0062_2558,TOIL3,-,R,N
M0067_2556,TISCOCT9,-,R,N
M0069_2561,TTECH5M2,OT,R,N
M0070_2552,TISCOAP5,-,R,N
M0073_2561,TCHT5M3,OT,R,N
M0074_2545,TFPRMF,AM,R,N
M0074_2562,TCINC,AM,R,N
M0076_2558,TOIL4,-,R,N
M0077_2555,TROLL3M1,-,R,N
M0081_2555,TISCOHD,AM,R,N
M0081_2558,TOIL5,-,R,N
M0087_2558,TISCOC18,-,R,N
M0090_2558,TGHSTARP,AM,R,N
M0091_2560,TISCOGEM,OT,R,N
M0094_2556,TGOLD2,-,R,N
M0095_2545,TFIRMF,SM,R,N
M0095_2559,TINC,AM,R,N
M0096_2545,TEGRMF,AM,R,N
M0102_2554,TISCOUP6,-,R,N
M0105_2555,TROLL3M2,-,R,N
M0122_2556,TISCOC10,-,R,N
M0124_2557,TISCOKR1,-,R,N
M0132_2563,TEGSSF,AM,R,N
M0138_2555,TISCOU14,-,R,N
M0139_2556,TISCOUS2,-,R,N
M0160_2554,TISCOUP7,-,R,N
M0161_2560,TEQT5M1,OT,R,N
M0162_2557,TISCOC15,-,R,N
M0162_2560,TISEQT25,OT,R,N
M0163_2557,TISCOJP4,-,R,N
M0163_2560,TISCOESG,AM,R,N
M0164_2555,TROLL3M3,-,R,N
M0166_2557,TISCOEU1,-,R,N
M0172_2554,TISCOEU,-,R,N
M0177_2561,TUSBK5M1,OT,R,N
M0180_2560,THCT5M3,OT,R,N
M0186_2558,TISEQT20,AM,R,N
M0187_2561,TCTEC5M1,OT,R,N
M0188_2551,TISCOAEF,-,R,N
M0189_2561,TEQT5M2,OT,R,N
M0196_2562,TISCOWB,AM,R,N
M0198_2554,TISCOUP8,-,R,N
M0200_2542,TISCOFLEX,AM,R,N
M0202_2555,TISCOU15,-,R,N
M0203_2555,TROLL3M4,-,R,N
M0203_2560,TISCOBIG,AM,R,N
M0212_2561,TGESG,AM,R,N
M0217_2554,TISCOUP9,-,R,N
M0219_2556,TISCOMS,AM,R,N
M0226_2550,TDLTF,AM,R,N
M0237_2561,TINRMF,AM,R,N
M0241_2556,TISCOC11,-,R,N
M0241_2558,TISEQT21,-,R,N
M0247_2562,TAREIT,OT,R,N
M0258_2555,TFUND3M1,-,R,N
M0258_2562,TISCOCHA,OT,R,N
M0261_2555,TFUND6M1,-,R,N
M0265_2561,TEQT5M3,OT,R,N
M0293_2555,TFUND3M2,-,R,N
M0294_2555,TFUND6M2,-,R,N
M0315_2557,TISCOJP5,-,R,N
M0320_2556,TISCOT1,-,R,N
M0321_2554,TISCOU10,-,R,N
M0324_2546,TW-BAL,AM,R,N
M0326_2555,TFUND3M3,-,R,N
M0326_2558,TISCOIN1,-,R,N
M0337_2556,TISEQT8,-,R,N
M0341_2555,TFUND3M4,-,R,N
M0342_2555,TFUND6M3,-,R,N
M0355_2554,TISCOU11,-,R,N
M0374_2555,TFUND3M5,-,R,N
M0376_2560,TISCOGIF,AM,R,N
M0377_2560,TISTECH,AM,R,N
M0390_2559,TISCOFIX,AM,R,N
M0393_2558,TISCOGY5,-,R,N
M0398_2550,TISCOUK,-,R,N
M0399_2554,TISCOU12,-,R,N
M0404_2555,TFUND3M6,-,R,N
M0420_2559,TMSLTF,AM,R,N
M0440_2556,TISEQT9,-,R,N
M0440_2558,TISCOC23,-,R,N
M0445_2555,TFUND3M7,-,R,N
M0445_2558,TGHRMF,AM,R,N
M0447_2547,TISCOSTF,SM,R,N
M0448_2559,TDSLTF,AM,R,N
M0450_2561,TEQT5M4,OT,R,N
M0453_2558,TOIL7,-,R,N
M0463_2556,TISEQT10,-,R,N
M0464_2556,TISEQT11,-,R,N
M0466_2555,TFUND3M8,-,R,N
M0466_2557,TISCOGY2,-,R,N
M0470_2559,TISFIXX,AM,R,N
M0481_2557,TISCONA3,-,R,N
M0487_2554,TISCOU13,-,R,N
M0489_2558,TISESG,AM,R,N
M0494_2552,TISCOAUD,-,R,N
M0497_2555,TFUND3M9,-,R,N
M0499_2559,TISCODS,AM,R,N
M0503_2562,TGREIT,OT,R,N
M0509_2559,TCINCP,AM,R,N
M0515_2556,TISEQT12,-,R,N
M0515_2558,TISEQT22,-,R,N
M0516_2555,TFUN3M10,-,R,N
M0524_2556,TISCOUS4,-,R,N
M0531_2561,TW-E70,AM,R,N
M0533_2557,TFUN3M15,-,R,N
M0534_2557,TFUND6M9,-,R,N
M0539_2558,TISCOC24,-,R,N
M0541_2555,TFUN3M11,-,R,N
M0554_2562,TCIEZERO,AM,R,N
M0556_2555,TFUN3M12,-,R,N
M0559_2556,TISCOJP1,-,R,N
M0561_2557,TMSRMF,AM,R,N
M0569_2559,TISEQT25,OT,R,N
M0579_2551,TISCOGBF,-,R,N
M0585_2557,TISCOTW1,-,R,N
M0597_2560,TUSFIN,OT,R,N
M0604_2555,TISEQT6,-,R,N
M0605_2555,TFUN3M13,-,R,N
M0608_2558,TSTAR-UH,AM,R,N
M0610_2560,TEQT5M1,OT,R,N
M0612_2560,TISEQT25,OT,R,N
M0620_2562,TEQT5M5,OT,R,N
M0623_2556,TISEQT14,-,R,N
M0624_2560,TCHT5M2,OT,R,N
M0635_2559,TISEQT25,OT,R,N
M0636_2559,TISCOESG,AM,R,N
M0645_2559,TEQT5M1,OT,R,N
M0648_2555,TFUN3M14,-,R,N
M0649_2556,TISEQT15,AM,R,N
M0654_2559,THCT5M1,OT,R,N
M0663_2560,TTECH5M1,OT,R,N
M0692_2559,TINT5M2,OT,R,N
M0697_2559,TEQT5M1,OT,R,N
M0698_2559,TISCOJPA,AM,R,N
M0702_2555,TEQDY1,AM,R,N
M0703_2547,TISCOLTF,AM,R,N
M0719_2555,TFUND6M4,-,R,N
M0721_2557,TISCOC16,-,R,N
M0734_2555,TISCOAP7,-,R,N
M0745_2555,TSTARP,AM,R,N
M0750_2555,TFUND6M5,-,R,N
M0751_2556,TISEQT16,-,R,N
M0756_2558,TISEQT23,-,R,N
M0757_2558,TISCOESG,-,R,N
M0773_2555,TFUND6M6,-,R,N
M0782_2553,TISCOUP1,-,R,N
M0792_2557,TISCOTW2,-,R,N
M0796_2555,THDRMF,AM,R,N
M0817_2555,TFUND6M7,-,R,N
M0817_2557,TISCOTW,-,R,N
M0831_2553,TISCOUP2,-,R,N
M0842_2548,TISCOGEF,-,R,N
M0842_2555,TFUND6M8,-,R,N
M0852_2556,TISCOJP2,-,R,N
M0861_2555,TISCOCT5,-,R,N
M0863_2555,TISCOAP8,-,R,N
M0870_2553,TISCOUP3,-,R,N
M0873_2555,TFUN3M15,-,R,N
M0900_2556,TISCOC12,-,R,N
M0915_2554,TBOND3Y,-,R,N
M0957_2555,TISCOCT6,-,R,N
M0957_2556,TISCONA1,-,R,N
M0960_2556,TISEQT16,-,R,N
M0965_2555,TISCOCT7,-,R,N
M0968_2555,TISEQT7,-,R,N
M0978_2555,TFUND6M9,-,R,N
M0998_2555,TISCOAL6,-,R,N
M1084_2557,TISCONA4,-,R,N
M1087_2557,TISCOJP6,-,R,N
M1151_2557,TCHSTARP,AM,R,N
M1230_2557,TOIL1,-,R,N
M1251_2557,TISEQT18,AM,R,N
M0012_2537,B-INFRA,AM,R,N
M0013_2537,BKD,AM,R,N
M0014_2537,BTK,AM,R,N
M0015_2537,BTP,AM,R,N
M0023_2547,B-ACTIVE,OT,R,N
M0024_2537,BKA2,AM,R,N
M0030_2560,BRRGIF,-,R,N
M0033_2544,B-FLEX,OT,R,N
M0034_2538,BBASIC,AM,R,N
M0034_2539,BCAP,AM,R,N
M0035_2536,BKA,AM,R,N
M0042_2562,B-TOPTENLTF,AM,R,N
M0057_2559,B-ASEAN,AM,R,N
M0059_2545,BFLRMF,AM,R,N
M0061_2552,BKWRMF,-,R,N
M0062_2545,BFRMF,AM,R,N
M0064_2563,B-ENHANCED,AM,R,N
M0067_2545,BERMF,AM,R,N
M0083_2558,BCARERMF,OT,R,N
M0087_2561,B-FUTURE,AM,R,N
M0089_2561,B-TOPTENRMF,AM,R,N
M0121_2560,B-INCOME,OT,R,N
M0124_2563,BEQSSF,AM,R,N
M0148_2560,B-ASEANRMF,AM,R,N
M0170_2550,BLTF75,AM,R,N
M0197_2561,B-ASIARMF,OT,R,N
M0202_2556,BSIRIRMF,AM,R,N
M0213_2561,B-INNOTECHRMF,OT,R,N
M0219_2563,BM70SSF,AM,R,N
M0237_2557,BBASICRMF,AM,R,N
M0257_2556,BTSGIF,-,R,N
M0259_2551,IN-RMF,AM,R,N
M0273_2548,TFUND,-,R,N
M0275_2558,B-MAI,-,R,N
M0324_2550,BCARE,OT,R,N
M0337_2553,BFIXED,AM,R,N
M0343_2562,B-IR-FOF,AM,R,N
M0349_2558,B-GLOBAL,OT,R,N
M0350_2554,B-TREASURY,AM,R,N
M0352_2554,BCHAY,-,R,N
M0389_2549,FUTUREPF,-,R,N
M0401_2558,B-LIFE,-,R,N
M0404_2560,B-BHARATA,OT,R,N
M0419_2560,B-THAICG,AM,R,N
M0439_2559,BBASICDLTF,AM,R,N
M0452_2560,B-INDIAMRMF,OT,R,N
M0495_2558,B-GLOBALRMF,OT,R,N
M0511_2557,BKIND,AM,R,N
M0556_2560,B-SENIOR-X,AM,R,N
M0570_2547,B-LTF,AM,R,N
M0573_2562,B-IR-FOFRMF,AM,R,N
M0597_2551,MM-RMF,OT,R,N
M0598_2551,B10RMF,-,R,N
M0651_2560,B-CHINE-EQ,OT,R,N
M0663_2557,B-ASIA,OT,R,N
M0667_2559,B-INNOTECH,OT,R,N
M0673_2552,TLOGIS,-,R,N
M0747_2554,BSIRICG,AM,R,N
M0772_2557,B-NIPPON,OT,R,N
M0775_2554,B-SM-RMF,AM,R,N
M0934_2547,B-TNTV,AM,R,N
M0943_2555,B-SENIOR,OT,R,N
M0991_2550,B25RMF,AM,R,N
M1153_2557,JASIF,-,R,N
M0002_2557,TRIG5-2,-,R,N
M0009_2551,KTMIX10/90,-,R,N
M0015_2552,KTIL,-,R,N
M0020_2543,KTSF,AM,R,N
M0021_2559,KT-JAPAN,OT,R,N
M0027_2562,KT-SAGA,AM,R,N
M0031_2543,KTFIXPLUS,AM,R,N
M0032_2561,KTSUK,AM,R,N
M0033_2561,KTSRI,AM,R,N
M0035_2561,KTMEE,AM,R,N
M0036_2561,KTMUNG,AM,R,N
M0039_2544,KT-Corp,-,R,N
M0043_2554,KTPS,-,R,N
M0055_2558,KTMSEQ,AM,R,N
M0086_2562,KT-JPFUND,OT,R,N
M0087_2560,KT-CHINA,OT,R,N
M0088_2561,KT-MAB,OT,R,N
M0101_2561,KT-MFE,OT,R,N
M0103_2561,KT-MFB,OT,R,N
M0110_2545,RMF1,AM,R,N
M0112_2545,RMF2,AM,R,N
M0122_2551,KTFIX6M1,-,R,N
M0123_2551,KTFIX6M2,-,R,N
M0124_2551,KTFIX6M3,-,R,N
M0124_2558,KT-ASEAN,OT,R,N
M0125_2551,KTFIX6M4,-,R,N
M0126_2551,KTFIX6M5,-,R,N
M0127_2551,KTFIX6M6,-,R,N
M0128_2551,KTGT1,-,R,N
M0139_2552,KTSV,SM,R,N
M0141_2561,KT-WTAI,OT,R,N
M0143_2555,TLGF,-,R,N
M0158_2563,KT70/30S,AM,R,N
M0159_2556,KTILF,-,R,N
M0168_2561,KT-CSBOND,OT,R,N
M0176_2557,KTNA8,-,R,N
M0180_2562,KT-CARE,AM,R,N
M0181_2559,KT-PIF,AM,R,N
M0185_2562,KT-TRIG1,OT,R,N
M0186_2548,RMF3,AM,R,N
M0191_2556,KTILF,SM,R,N
M0196_2558,TRIG5-5,-,R,N
M0199_2553,TCIF,-,R,N
M0214_2554,KT-AGRI,OT,R,N
M0215_2561,KT-DHINCOME,OT,R,N
M0224_2555,KT-TRIGGER5,-,R,N
M0243_2552,KT-ENERGY,OT,R,N
M0244_2558,KT-APEF,-,R,N
M0259_2562,KT-EMEQ,OT,R,N
M0264_2550,KSET50LTF,OT,R,N
M0266_2559,TRIG5-7,AM,R,N
M0288_2554,KTEF,AM,R,N
M0295_2562,KT-TRIG1,OT,R,N
M0299_2553,KT-OIL,OT,R,N
M0303_2558,EGATIF,-,R,N
M0304_2559,KTSTPLUS,AM,R,N
M0314_2553,KT-MINING,OT,R,N
M0315_2559,KTWP,AM,R,N
M0336_2561,KT-BRAIN,AM,R,N
M0344_2557,THIF,-,R,N
M0357_2559,KTWG,AM,R,N
M0374_2561,KT-BRAIN RMF,AM,R,N
M0380_2549,KSRMF,AM,R,N
M0381_2549,KSLTF,AM,R,N
M0392_2558,KT-AASIA,OT,R,N
M0396_2556,KTPLUS,AM,R,N
M0403_2554,TRIF,-,R,N
M0412_2558,KT-mai,AM,R,N
M0423_2549,KTLF70/30,AM,R,N
M0433_2553,KTSM,-,R,N
M0455_2558,KTCHINA8-1,-,R,N
M0480_2558,TRIG5-6,-,R,N
M0484_2560,KTBTHAICG,AM,R,N
M0494_2559,KT-PIF RMF,AM,R,N
M0505_2559,KTEF-LTF,AM,R,N
M0509_2554,KT-PROPERTY,OT,R,N
M0509_2560,KT25/75,AM,R,N
M0513_2562,KT-TRIG2,OT,R,N
M0526_2546,KTSE,AM,R,N
M0529_2558,KTOIL5-1,OT,R,N
M0547_2551,KTDMM,-,R,N
M0550_2551,KTEMM,-,R,N
M0551_2551,KTFIX3M1,AM,R,N
M0552_2551,KTFIX3M2,AM,R,N
M0553_2551,KTFIX3M3,AM,R,N
M0557_2552,KT-FINANCE,OT,R,N
M0559_2559,KT-CLMVT,AM,R,N
M0559_2560,KTEF-RMF,AM,R,N
M0570_2559,KTSE-LTF,AM,R,N
M0576_2562,KT-TRIG3,OT,R,N
M0583_2547,KTLF,AM,R,N
M0586_2560,KT-CHINA RMF,OT,R,N
M0602_2558,KT-HEALTHCARE,OT,R,N
M0607_2557,TRIG5-3,-,R,N
M0625_2560,KT-GCINCOME,OT,R,N
M0627_2558,KT-HEALTHC RMF,OT,R,N
M0634_2556,KT-FLEX,AM,R,N
M0642_2558,KT-INDIA,OT,R,N
M0647_2551,KTSIV3M1,AM,R,N
M0649_2551,KTSIV6M1,AM,R,N
M0650_2553,KT-GOLD,OT,R,N
M0651_2553,KTSRO3M1,-,R,N
M0652_2553,KT-GOLD RMF,OT,R,N
M0653_2553,KTSRO6M1,-,R,N
M0658_2556,KT-HiDiv,AM,R,N
M0659_2559,TFFIF,-,R,N
M0661_2556,KT-HiDiv RMF,-,R,N
M0671_2551,KTSIV3M2,AM,R,N
M0672_2551,KTSIV3M3,AM,R,N
M0674_2558,KTEURO8-2,-,R,N
M0675_2551,KTSIV6M2,AM,R,N
M0676_2551,KTSIV6M3,AM,R,N
M0677_2551,KTSIV6M4,AM,R,N
M0678_2551,KTSIV6M5,AM,R,N
M0680_2551,KTSIV6M6,AM,R,N
M0680_2557,KT-WEQ,OT,R,N
M0688_2556,KT-OPP,AM,R,N
M0705_2559,KT-GOI,OT,R,N
M0715_2553,TTLPF,-,R,N
M0718_2551,RMF4,AM,R,N
M0721_2556,KTFIX-1Y3Y,-,R,N
M0730_2555,KTSE-RMF,AM,R,N
M0739_2554,KT-ST,AM,R,N
M0753_2553,KT-PRECIOUS,OT,R,N
M0758_2554,KT-BOND,OT,R,N
M0795_2553,CHINA,OT,R,N
M0795_2554,KT-TRIGGER4,-,R,N
M0795_2557,TRIG5-4,-,R,N
M0822_2556,KT-HiDiv RMF,AM,R,N
M0824_2555,KT-PROPERTY RMF,OT,R,N
M0869_2557,KT-WEQ RMF,OT,R,N
M0884_2548,KTSS,AM,R,N
M0886_2555,KT-BOND RMF,OT,R,N
M0928_2556,KTFIX-1Y3Y,AM,R,N
M0962_2555,KT-WCORP,OT,R,N
M0979_2553,DTCPF,-,R,N
M0980_2556,KT-EURO,OT,R,N
M1150_2557,KT25/75RMF,AM,R,N
M1216_2557,KTNA5,-,R,N
M1250_2557,KT-US,OT,R,N
M0001_2540,ONE-FAR,SM,R,N
M0002_2558,ONE-IFCG1,SM,R,N
M0013_2548,1MM1,-,R,N
M0015_2536,ONE-UB 3,AM,R,N
M0016_2536,ONE+1,AM,R,N
M0016_2560,ONE-POWER,AM,R,N
M0017_2535,ONE-G,AM,R,N
M0017_2549,1GB-PROTECT2,-,R,N
M0021_2536,THANA1,AM,R,N
M0022_2561,ONE-TOP5M/2,OT,R,N
